id	question	label
4483	What is the size of the student body at the University of Massachusetts in Amherst ?	NUM
4484	How can I determine the radius of an ellipse ?	DESC
4485	Who starred in the movie The War of the Worlds ?	HUM
4486	How many different kinds of ice cream are there ?	NUM
4487	What actor , who had greatest fame on TV , became the father of triplets ?	HUM
4488	What is the Homelite Inc. home page ?	LOC
4489	What is the Golden Rule ?	DESC
4490	What is a movie that Kevin Costner made about Sioux Indians ?	ENTY
4491	What were millions of kids wearing on their heads in 1955 ?	ENTY
4492	How does color affect a person psychologically ?	DESC
4493	What is Columbia Tristar 's phone number ?	NUM
4494	What type of animal is the easiest kept pet there is ?	ENTY
4495	What is sound ?	DESC
4496	What was the name of the horse that fell on Queen Elizabeth , Prince Albert 's wife ?	ENTY
4497	What are the current immigration laws in US ?	DESC
4498	What were the five opening words on Ben Casey ?	ENTY
4499	Why does it say on children 's cough syrup not to drive while using this medication ?	DESC
4500	What hair color can I use to just cover a little gray ?	ENTY
4501	Where was Tesla born ?	LOC
4502	What does Larry King do for a living ?	HUM
4503	Who shot Lee Harvey Oswald ?	HUM
4504	When did Jaco Pastorius die ?	NUM
4505	What blood sport features a movement called a veronica ?	ENTY
4506	What was spawned the term `` MiG Alley '' ?	ENTY
4507	What 's the most common street name in America ?	LOC
4508	What is the difference between khaki and chino ?	DESC
4509	What is the origin of infinity ?	DESC
4510	What alloy do copper and tin form ?	ENTY
4511	What plants are found in an estuary ?	ENTY
4512	What are the side effects of mevacor ?	DESC
4513	What are the top 5 tallest buildings in the world ?	LOC
4514	Colin Powell is best known for what achievement ?	DESC
4515	What was the name of the computer in ` 2001 : A Space Odyssey ' ?	ENTY
4516	Who portrayed Renaud in Casablanca ?	HUM
4517	What country has problems with hooligans ?	LOC
4518	What planet did Percival Lovell discover ?	LOC
4519	How often are brain cells replaced ?	NUM
4520	How much did Mercury spend on advertising in 1993 ?	NUM
4521	What kind of rocket launched the Surveyor spacecraft ?	ENTY
4522	What country contains the westernmost point in South America ?	LOC
4523	What did Abolitionists try to end ?	ENTY
4524	What 's the American dollar equivalent for 8 pounds in the U.K. ?	NUM
4525	Why should cigarette smoking be banned ?	DESC
4526	What year did Charles Dicken die ?	NUM
4527	What D.H. Lawrence novel was originally titled Tenderness ?	ENTY
4528	What rock group raised a ruckus at the White House by singing American Woman ?	HUM
4529	What is a fear of night or darkness ?	ENTY
4530	What is the origin of the rock band Led Zeppelin 's name ?	DESC
4531	How was Lawrence	DESC
4532	How do I know if I am pregnant ?	DESC
4533	When did the last Americans leave Vietnam ?	NUM
4534	What famed clown appeared on an early Howdy Doody Show and insisted that Clarabell be made up as a real clown ?	HUM
4535	What group was formed in 1969 after police met resistance from patrons at the Stonewall , a Greenwich Village gay bar ?	HUM
4536	Who was Confucius ?	HUM
4537	What snack food has ridges ?	ENTY
4538	What 's the most popular four-player game of all time ?	ENTY
4539	What 's the meaning of the name Tatiana ?	DESC
4540	How many people died when the Estonia sank in 1994 ?	NUM
4541	What Southern California town is named after a character made famous by Edgar Rice Burroughs ?	LOC
4542	How many colors are there in a rainbow ?	NUM
4543	What is the habitat of the chickadee ?	LOC
4544	What drug is often used to treat AIDS patients ?	ENTY
4545	Which of the five senses develops first ?	ENTY
4546	Where did the name root beer come from ?	DESC
4547	What city 's the kickoff point for climbs of Mount Everest ?	LOC
4548	What is the average salary of a paleontologist ?	NUM
4549	Where is the largest post office building in the world ?	LOC
4550	Who is currently the most popular singer in the world ?	HUM
4551	Who was the first animal into space ?	ENTY
4552	What is the correct way to mount a roll of toilet paper ?	ENTY
4553	What Jules Verne novel features scientists held captive in the submarine Nautilus ?	ENTY
4554	Why is Rush 's 2112 called 2112 ?	DESC
4555	What 's the state motto of California ?	DESC
4556	What function does homeostasis have on the existence of an organism ?	DESC
4557	What company started out making pies , and wound up manufacturing plastic throwing toys ?	HUM
4558	What does the acronym CPR mean ?	ABBR
4559	The Jewish alphabet is called what ?	ENTY
4560	What are the Baltic States ?	DESC
4561	How many endangered species are there in the world ?	NUM
4562	Which large U.S. city had the highest murder rate for 1988 ?	LOC
4563	Who was the bandleader mentor of Ella Fitzgerald with whom she cowrote `` A_Tisket , A-Tasket '' ?	HUM
4564	Who invented basketball ?	HUM
4565	How has TV affected our society ?	DESC
4566	When was the last major eruption of Mount St. Helens ?	NUM
4567	What was the name of Humphrey Bogart 's club in Casablanca ?	HUM
4568	What U.S. Government agency registers trademarks ?	HUM
4569	What is osmosis ?	DESC
4570	What format was the major competition of VHS ?	ENTY
4571	What hockey player did Ronald Reagan joke he would swap Texas for ?	HUM
4572	What is the world 's deadliest infectious disease ?	ENTY
4573	Which infectious disease is the world 's deadliest ?	ENTY
4574	What President was buried at his ancestral home overlooking the Hudson River at Hyde Park , New York ?	HUM
4575	How much did the first Barbie doll sell for in 1959 ?	NUM
4576	What country was General Douglas McArthur in when he was recalled by President Truman ?	LOC
4577	What are the five most popular Usenet groups ?	HUM
4578	What are the seven deadly sins ?	DESC
4579	What is the latitude and longitude of El Paso , Texas ?	NUM
4580	What does the name Melissa mean ?	DESC
4581	What is the nature of snow and how is the formation of snow different from that of ice ?	DESC
4582	How many head injuries are there in recreational ice skating each year ?	NUM
4583	A normal human pregnancy lasts how many months ?	NUM
4584	What kind of sports team is the Buffalo Sabres ?	ENTY
4585	What impenetrable system of French fortifications was built along the German frontier before World War II ?	ENTY
4586	What are new computer games for Windows 95 or 98 ?	ENTY
4587	Who domesticated the wild turkey ?	HUM
4588	How can I get someone 's phone number if I only have their screen name ?	DESC
4589	What European race sees the winner of its mountain stage awarded a jersey with large red polka dots ?	ENTY
4590	What country does Ileana Cotrubas come from ?	LOC
4591	What 's the motto of the Boy Scouts ?	DESC
4592	What two European countries are joined by the Gran San Bernardo Pass ?	LOC
4593	What movie did Steven Spielberg direct in 1975 ?	ENTY
4594	What kind of creatures are the Canary Islands named for ?	ENTY
4595	What was the name of the US helicopter pilot shot down over North Korea ?	HUM
4596	What 's a male `` cuckquean '' ?	DESC
4597	What are the factors leading to the high teen pregnancy rate in Spartanburg , South Carolina ?	DESC
4598	Name the designer of the shoe that spawned millions of plastic imitations , known as ` jellies ' .	HUM
4599	What does RCA stand for ?	ABBR
4600	Why are ice cream sundaes called sundaes ?	DESC
4601	What 's the singular of dice ?	ENTY
4602	Who is Olive Oyl 's brother ?	HUM
4603	What 12-hour cold medicine uses the formula `` 6 , 6 , 12 '' in its ads ?	ENTY
4604	What was the first video ever made ?	ENTY
4605	What 's the favorite food of dragonflies ?	ENTY
4606	What king boycotted Prince Charles 's wedding ?	HUM
4607	What does Nicholas Cage do for a living ?	HUM
4608	What was the nickname of model Leslie Hornby ?	HUM
4609	Where is the Taj Mahal ?	LOC
4610	What 's distinctive about a palmiped 's feet ?	DESC
4611	In 139 the papal court was forced to move from Rome to where ?	LOC
4612	What is the first day of the week ?	NUM
4613	What is goulash ?	DESC
4614	What capital is built around Monument Circle which contains soldiers and sailors monument ?	LOC
4615	Name the men 's cologne that is associated with the sea .	ENTY
4616	How does a parachute work ?	DESC
4617	What is the first book of the Old Testament ?	ENTY
4618	How many of them are in sub-Saharan Africa ?	NUM
4619	What is the history of Spartacus , the Roman slave and gladiator ?	DESC
4620	What famed wall supports the Badaling turret ?	LOC
4621	Who portrayed Fatman in the television show , `` Jake and the Fatman '' ?	HUM
4622	What is object-oriented design ?	DESC
4623	What does Melissa mean ?	DESC
4624	What is form drag ?	DESC
4625	Who were John F. Kennedy 's dogs ?	ENTY
4626	Where are good science sites on the Internet ?	LOC
4627	What woman was Time 's Man of the Year for 1952 ?	HUM
4628	What currents affect the area of the Shetland Islands and Orkney Islands in the North Sea ?	DESC
4629	Who wrote The Ugly Duckling ?	HUM
4630	Who designed London Bridge ?	HUM
4631	How many miles are there between Tel Aviv , Israel and Memphis , Tennessee ?	NUM
4632	How many flavors of ice cream does Howard Johnson 's have ?	NUM
4633	What weapon did the crossed slits in English castles accommodate ?	ENTY
4634	How can I stop or slow down aging ?	DESC
4635	Where are the busiest Amtrak rail stations in the U.S. ?	LOC
4636	How many freckles does Howdy Doody have on his face ?	NUM
4637	How does Cos Cob , CT get its name ?	DESC
4638	Who was considered to be the father of psychology ?	HUM
4639	How did Super President gain his powers on the animated series ?	DESC
4640	How tall was the animated King Kong ?	NUM
4641	What are values ?	DESC
4642	What is the population of Japan ?	NUM
4643	Name an American made motorcycle .	ENTY
4644	Where was the largest concentration camp in World War II ?	LOC
4645	How much did Alaska cost when bought from Russia ?	NUM
4646	How many events make up the decathlon ?	NUM
4647	What causes blue balls ?	DESC
4648	What were the first bodies visited by spacecraft ?	LOC
4649	Who succeeded Nikita Khrushchev as first secretary of the Communist Party ?	HUM
4650	Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?	HUM
4651	Name of the lady the Great Gatsby pines for ?	HUM
4652	What does a chef coddle eggs in ?	ENTY
4653	How many bails are there in a cricket wicket ?	NUM
4654	What city was Martin Luther King Jr. assassinated in ?	LOC
4655	What celebrity couple , when going through a divorce , divided their toilet paper into two equal piles ?	HUM
4656	Where 's the Bernini-Bristol Hotel ?	LOC
4657	Who said `` What contemptible scoundrel stole the cork from my lunch ? ''	HUM
4658	What is the capital of Kosovo ?	LOC
4659	What kind of company is 7-Eleven ?	HUM
4660	How many letters appear with the numbers 2 to 9 on a telephone dial ?	NUM
4661	What were the first three cities to have a population of more than a million ?	LOC
4662	How did the months of the year get there name ?	DESC
4663	What scale measures earthquakes ?	ENTY
4664	What is a glory hole ?	DESC
4665	What kind of education would you need to become an athletic trainer for the NFL ?	ENTY
4666	What are the major companies that are part of Dow Jones ?	HUM
4667	What college did Joe Namath play football for ?	HUM
4668	What was the minimum wage in 1991 ?	NUM
4669	What country is the biggest producer of tungsten ?	LOC
4670	How does it make its colors ?	DESC
4671	What would happen to Canada if Quebec separated ?	DESC
4672	When is the Jimmy Buffett concert coming to the E center in Camden NJ ?	NUM
4673	What is ` Last Chance for Animals ' ?	DESC
4674	What European country abandoned postage stamps in 1923 because printing them cost more than their face value ?	LOC
4675	What is the weather like on the moon ?	DESC
4676	Who was the 1st U.S. President ?	HUM
4677	What is the main language of Sao Paulo , Brazil ?	ENTY
4678	How much did Varian Associates try to sell its vacuum products division to the BOC group for ?	NUM
4679	What is the abbreviation of the International Olympic Committee ?	ABBR
4680	How many people hike ?	NUM
4681	What are boxcars ?	DESC
4682	How do I keep cats out of my flower garden for good ?	DESC
4683	Who played Maria in the film West Side Story ?	HUM
4684	What is a common anti-AIDS drug ?	ENTY
4685	Who bestowed great power upon Captain Britain ?	HUM
4686	How can you tell when figs are ripe ?	DESC
4687	How do I love thee ?	DESC
4688	Which type of soda has the greatest amount of caffeine ?	ENTY
4689	What nationality is a Sicilian ?	LOC
4690	What is the most common boy 's or girl 's name ?	HUM
4691	Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?	HUM
4692	What color was the hundred billionth crayon made by Crayola ?	ENTY
4693	What soft drink tells us to `` Go Hawaiian '' ?	ENTY
4694	How does a hydroelectric dam work ?	DESC
